Genes	healthy30.1	healthy30	healthy12	healthy18.1	healthy18	healthy24.1	healthy12.1	healthy24	zero-counter
AT4G04790	56	26	34	37	56	68	89	122	0
AT4G04800	380	449	172	257	447	175	404	290	0
AT4G04810	8	23	6	14	31	19	3	97	0
AT4G04830	28	59	117	212	538	284	236	588	0
AT4G04840	14	2	93	62	233	194	109	71	0
AT4G04850	360	374	1385	2690	5163	1373	2883	2016	0
AT4G04860	261	300	162	163	282	125	347	231	0
AT4G04870	106	74	92	78	186	38	150	70	0
AT4G04880	291	195	198	236	443	112	456	153	0
AT4G04885	793	665	272	355	722	183	568	355	0
AT4G04890	1682	1449	1300	1074	2061	769	2207	1021	0
AT4G04900	2	1	10	5	10	5	4	2	0
AT4G04910	400	382	561	333	955	383	860	677	0
AT4G04920	761	691	434	363	709	313	877	597	0
AT4G04925	194	190	58	53	99	45	154	51	0
AT4G04940	184	110	78	60	163	63	170	113	0
AT4G04950	689	683	388	477	887	254	890	527	0
AT4G04955	587	591	489	741	583	424	1556	699	0
AT4G04960	372	747	141	152	282	119	227	193	0
AT4G04970	626	652	463	449	969	397	954	671	0
AT4G04972	35	60	1	0	2	3	5	1	1
AT4G05000	300	376	116	123	239	117	307	177	0
AT4G05010	58	70	43	62	106	30	77	44	0
AT4G05018	6	4	0	0	1	0	2	1	3
AT4G05020	264	311	519	470	1138	329	921	561	0
AT4G05030	0	0	3	1	6	1	5	3	2
AT4G05040	332	319	129	152	343	100	280	136	0
AT4G05050	6563	8637	5055	6612	14957	5819	10604	10893	0
AT4G05060	734	1046	165	171	400	151	316	314	0
AT4G05070	1801	2201	203	672	1377	597	505	873	0
AT4G05071	1	13	0	4	0	2	5	1	2
AT4G05090	270	178	329	589	1232	195	758	233	0
AT4G05091	2	0	0	0	0	1	0	1	5
AT4G05100	7	7	10	49	100	43	52	19	0
AT4G05110	9	2	27	168	382	76	58	158	0
AT4G05120	165	99	101	59	112	59	247	67	0
AT4G05130	93	122	50	91	157	37	109	93	0
AT4G05150	5858	12835	1581	989	1740	1441	3695	2256	0
AT4G05160	1190	1423	738	616	1285	641	1441	1159	0
AT4G05170	0	2	2	0	0	17	0	12	4
AT4G05180	11770	29455	10787	21136	45855	26091	16184	29985	0
AT4G05190	0	0	8	13	24	1	5	5	2
AT4G05210	8	9	4	4	5	0	13	4	1
AT4G05220	2	1	1	0	4	1	1	3	1
AT4G05320	54150	65556	23879	24150	48020	27193	63110	55285	0
AT4G05330	178	129	118	75	146	23	216	41	0
AT4G05360	0	1	0	0	0	0	0	0	7
AT4G05380	0	0	1	4	4	1	1	0	3
AT4G05390	240	179	109	119	356	70	216	199	0
AT4G05400	114	93	100	79	188	56	155	98	0
AT4G05410	204	155	82	65	178	52	138	88	0
AT4G05420	2571	2864	888	1073	2094	704	1683	1190	0
AT4G05430	3	1	1	3	5	0	1	0	2
AT4G05440	120	79	60	57	103	49	111	107	0
AT4G05450	81	54	60	94	190	40	125	64	0
AT4G05460	289	322	85	76	154	90	175	108	0
AT4G05470	0	0	0	0	1	1	1	0	5
AT4G05475	1	0	0	1	2	0	0	1	4
AT4G05497	12	15	10	10	17	10	25	13	0
AT4G05520	41	27	19	20	33	30	39	23	0
AT4G05530	528	532	457	486	859	407	1137	744	0
AT4G05540	0	0	17	1	23	18	14	23	2
AT4G05590	88	99	132	143	277	89	285	245	0
AT4G05631	231	190	61	57	103	45	134	43	0
AT4G06534	13	27	24	38	98	55	42	60	0
AT4G06536	6	7	9	26	53	39	37	25	0
AT4G06598	209	152	54	91	143	46	150	55	0
AT4G06599	391	408	265	370	770	174	666	269	0
AT4G06634	306	292	147	166	321	130	317	256	0
AT4G06676	165	166	74	94	137	76	144	149	0
AT4G06744	10	19	15	3	32	6	15	16	0
AT4G06746	518	304	64	63	91	26	258	44	0
AT4G07390	424	386	258	334	620	308	703	529	0
AT4G07400	163	121	46	53	132	17	111	44	0
AT4G07408	8	3	3	1	2	1	3	1	0
AT4G07410	1574	1563	554	666	1489	360	1156	565	0
AT4G07455	226	240	90	56	99	52	134	89	0
AT4G07820	21	7	1	2	3	0	5	4	1
AT4G07825	746	511	269	299	645	90	528	143	0
AT4G07940	0	3	0	2	2	1	4	3	2
AT4G07950	326	358	52	52	109	24	123	45	0
AT4G07960	1	1	3	0	1	1	2	1	1
AT4G07965	1	0	0	0	0	0	0	0	7
AT4G07990	302	214	196	185	391	118	385	200	0
AT4G07995	7	3	4	3	10	1	4	1	0
AT4G08040	7	2	6	2	4	11	3	5	0
AT4G08150	0	1	0	0	0	0	0	0	7
AT4G08160	21	16	18	9	11	5	1	19	0
AT4G08170	139	91	119	117	253	282	375	195	0
AT4G08180	757	755	437	397	726	429	1017	678	0
AT4G08210	17	8	4	4	5	0	16	5	1
AT4G08230	155	140	187	116	296	173	381	339	0
AT4G08240	58	63	62	96	189	58	163	92	0
AT4G08250	9	6	6	2	10	1	11	3	0
AT4G08280	468	450	279	410	773	245	631	306	0
AT4G08290	240	494	391	979	1437	416	838	1129	0
AT4G08300	52	55	408	1010	1339	282	771	971	0
AT4G08310	754	892	321	407	705	316	665	459	0
AT4G08320	395	459	214	215	489	194	483	334	0
AT4G08330	285	358	94	122	203	77	224	130	0
AT4G08350	1932	2017	1034	1168	2309	773	2010	1220	0
AT4G08390	827	653	509	783	1773	633	878	1115	0
AT4G08400	0	0	0	1	0	0	0	0	7
AT4G08450	0	0	0	0	1	0	0	0	7
AT4G08455	166	151	99	86	189	69	245	114	0
AT4G08460	1230	1174	363	357	737	271	843	442	0
AT4G08470	2306	2678	1328	483	1027	1429	2808	2835	0
AT4G08480	739	812	411	408	694	391	929	721	0
AT4G08500	838	914	359	363	723	364	769	592	0
AT4G08510	280	234	88	158	292	92	218	119	0
AT4G08520	257	209	365	277	675	270	731	465	0
AT4G08535	3	3	0	0	0	0	0	0	6
AT4G08540	807	747	404	471	719	338	882	533	0
AT4G08545	0	0	1	0	0	0	1	1	5
AT4G08555	7	8	22	16	32	19	53	26	0
AT4G08570	0	0	2	27	5	12	10	14	2
AT4G08580	517	512	185	159	341	145	321	218	0
AT4G08590	1	16	23	45	118	37	50	72	0
AT4G08593	0	1	0	1	0	0	0	1	5
AT4G08685	169	136	243	192	473	159	547	247	0
AT4G08690	68	66	112	94	198	90	222	157	0
AT4G08700	260	262	147	128	280	98	304	117	0
AT4G08770	111	90	0	1	3	0	0	0	4
AT4G08780	10	6	0	0	0	0	1	0	5
AT4G08790	94	95	83	100	141	69	192	126	0
AT4G08810	608	617	507	447	821	397	941	608	0
AT4G08850	2407	4688	4614	2355	5817	4251	8614	11228	0
AT4G08870	63	104	964	1712	4618	7830	4044	13019	0
AT4G08874	16	8	4	4	7	2	4	0	1
AT4G08875	0	0	0	0	1	0	0	0	7
AT4G08876	1	2	0	0	2	0	0	0	5
AT4G08900	551	571	269	402	684	332	779	483	0
AT4G08910	0	0	5	0	1	0	0	0	6
AT4G08920	4738	4432	2127	3401	6674	2633	4763	3946	0
AT4G08930	648	256	273	559	1021	265	540	486	0
AT4G08940	70	47	59	68	116	36	143	74	0
AT4G08950	1888	165	82	27	77	223	58	104	0
AT4G08960	276	309	159	170	408	134	408	205	0
AT4G08980	1395	1522	761	907	1777	385	1846	649	0
AT4G08990	14	9	9	11	8	5	21	14	0
AT4G09000	3050	3511	2053	2709	6572	1849	3714	3636	0
AT4G09010	1565	1495	1605	2586	6632	1814	2563	1703	0
AT4G09012	6	9	11	7	11	7	23	10	0
AT4G09020	389	391	749	187	316	1246	1564	2333	0
AT4G09030	0	0	0	1	0	1	0	0	6
AT4G09040	1377	1210	574	821	1814	232	1169	317	0
AT4G09060	2	1	2	3	4	0	2	3	1
AT4G09080	8	10	3	2	13	2	10	5	0
AT4G09130	0	0	1	0	3	0	1	1	4
AT4G09140	255	195	125	170	285	136	276	167	0
AT4G09150	2285	1965	1142	1285	2400	836	2488	1217	0
AT4G09160	663	369	57	94	151	31	68	47	0
AT4G09170	1	0	0	0	1	1	0	0	5
AT4G09180	55	56	227	275	492	152	415	269	0
AT4G09300	0	0	2	1	3	4	3	3	2
AT4G09320	1853	1486	1654	1517	3827	1112	3473	2028	0
AT4G09340	344	262	240	293	479	202	614	336	0
AT4G09350	123	65	600	1121	2039	506	1476	596	0
AT4G09360	0	0	0	0	0	0	0	1	7
AT4G09420	97	69	36	50	80	23	80	43	0
AT4G09430	3	12	0	3	5	3	8	1	1
AT4G09435	93	68	56	55	84	35	140	54	0
AT4G09460	139	127	172	189	371	72	353	118	0
AT4G09490	66	68	41	52	108	22	136	32	0
AT4G09500	19	17	47	37	52	44	109	42	0
AT4G09510	48	21	127	110	147	115	294	148	0
AT4G09520	120	85	96	108	255	85	177	127	0
AT4G09550	53	53	65	55	108	51	96	91	0
AT4G09560	121	115	102	114	158	147	229	194	0
AT4G09570	278	331	419	189	548	297	771	496	0
AT4G09580	260	180	171	240	448	121	387	207	0
AT4G09600	0	0	1	0	0	0	0	2	6
AT4G09620	500	457	540	776	1528	344	1193	543	0
AT4G09630	638	555	259	312	620	202	506	294	0
AT4G09640	143	133	101	133	240	57	204	87	0
AT4G09649	2	0	1	4	5	0	1	0	3
AT4G09650	3236	1998	6999	10155	24282	6216	11246	6651	0
AT4G09670	1290	1155	694	768	1559	562	1477	916	0
AT4G09680	947	1144	488	617	1106	396	1134	600	0
AT4G09690	0	0	0	0	0	1	0	0	7
AT4G09720	331	268	258	269	574	186	593	300	0
AT4G09730	2146	1716	545	510	1178	449	1185	700	0
AT4G09731	1	0	0	0	0	0	2	1	5
AT4G09750	38	16	87	352	322	315	310	479	0
AT4G09760	1854	1959	820	1125	1678	1683	1818	3108	0
AT4G09770	1	2	7	2	5	14	14	20	0
AT4G09800	2816	2527	726	779	1941	495	1470	824	0
AT4G09810	51	49	67	77	131	60	155	61	0
AT4G09820	4	2	74	143	37	72	543	113	0
AT4G09830	3275	3499	433	606	1038	269	1026	411	0
AT4G09840	31	22	15	4	9	6	18	14	0
AT4G09890	126	117	282	456	723	210	602	366	0
AT4G09900	301	189	335	361	607	554	783	844	0
AT4G09920	16	19	17	24	42	24	53	24	0
AT4G09950	16	16	11	16	26	5	8	25	0
AT4G09965	0	0	0	0	1	0	0	0	7
AT4G09970	94	84	202	272	422	21	388	62	0
AT4G09980	519	472	334	402	872	182	650	236	0
AT4G09990	3	0	5	1	6	3	4	4	1
AT4G10000	256	238	355	383	696	350	785	620	0
AT4G10020	7	7	0	1	4	1	1	0	2
AT4G10030	1829	2002	179	267	556	253	360	289	0
AT4G10040	75	56	109	341	731	130	285	206	0
AT4G10050	270	250	184	191	333	180	409	348	0
AT4G10060	1142	1228	1678	2427	4665	1280	3455	1497	0
AT4G10070	905	1136	195	204	466	187	471	290	0
AT4G10080	2763	2995	718	1091	2229	788	1578	1148	0
AT4G10090	153	155	52	69	131	54	130	73	0
AT4G10100	695	882	295	413	664	212	724	365	0
AT4G10110	230	277	119	94	216	107	271	222	0
AT4G10120	1046	1839	7182	16219	31675	1716	17479	2515	0
AT4G10130	79	123	38	33	87	23	82	63	0
AT4G10140	185	160	104	91	210	77	270	108	0
AT4G10150	0	1	4	51	114	12	13	9	1
AT4G10160	0	2	0	1	5	0	1	2	3
AT4G10170	242	227	134	149	248	113	286	201	0
AT4G10180	602	618	568	681	1387	442	1121	695	0
AT4G10200	1	2	2	0	3	0	3	2	2
AT4G10250	0	0	0	0	0	0	0	1	7
AT4G10265	3	0	0	0	4	0	4	4	4
AT4G10270	22	5	4	6	39	6	23	14	0
AT4G10280	78	51	43	43	76	27	112	73	0
AT4G10290	0	0	1	0	2	15	3	1	3
AT4G10300	950	702	1741	2189	4505	991	4318	1322	0
AT4G10310	1	0	2	9	31	4	1	5	1
AT4G10320	2190	2170	1251	1382	3015	978	2283	1769	0
AT4G10330	83	99	90	139	213	101	294	140	0
AT4G10340	19578	39508	19311	59253	134608	64450	28137	68622	0
AT4G10360	125	112	336	452	768	178	610	375	0
AT4G10380	55	101	33	81	183	35	83	160	0
AT4G10390	8	4	28	11	39	76	103	54	0
AT4G10400	46	45	64	87	135	53	141	70	0
AT4G10420	12	8	6	7	17	5	4	4	0
AT4G10430	186	185	348	656	1367	220	743	358	0
AT4G10440	0	0	2	1	0	0	1	0	5
AT4G10450	352	211	170	130	415	106	291	219	0
AT4G10470	107	102	143	217	412	55	402	74	0
AT4G10480	1094	848	487	601	1492	251	1024	419	0
AT4G10500	0	3	1127	35	867	754	867	1549	1
AT4G10510	0	0	0	0	0	0	1	0	7
AT4G10550	199	142	92	101	190	63	196	70	0
AT4G10570	266	307	210	233	585	152	495	212	0
AT4G10590	696	824	341	466	835	255	755	425	0
AT4G10600	10	7	19	14	48	9	48	17	0
AT4G10610	1662	1918	417	538	1070	302	974	560	0
AT4G10620	174	99	64	50	157	63	136	112	0
AT4G10630	2	0	2	3	8	2	1	6	1
AT4G10640	5	3	2	0	0	1	2	0	3
AT4G10650	47	36	9	15	34	5	35	14	0
AT4G10695	4	2	2	1	4	2	3	0	1
AT4G10710	1736	1920	736	811	1747	606	1503	1055	0
AT4G10720	2	2	3	0	2	1	6	0	2
AT4G10730	755	975	515	672	1245	523	1123	918	0
AT4G10750	625	615	180	200	443	179	377	278	0
AT4G10760	396	312	202	233	553	153	422	294	0
AT4G10770	102	50	743	1585	2557	1519	1593	2274	0
AT4G10780	1	4	0	4	2	0	3	1	2
AT4G10790	1137	1181	575	721	1370	549	1257	938	0
AT4G10800	21	14	18	36	53	16	42	12	0
AT4G10810	403	379	164	201	329	128	403	233	0
AT4G10840	3691	2032	1053	872	1786	913	1953	1464	0
AT4G10843	9	13	1	1	4	0	4	5	1
AT4G10860	1	0	7	1	5	10	0	9	2
AT4G10890	116	117	59	83	152	51	117	79	0
AT4G10910	41	41	1	3	5	0	2	4	1
AT4G10920	1086	1114	489	660	1336	380	1141	575	0
AT4G10925	433	554	75	92	160	80	167	111	0
AT4G10930	524	474	310	259	425	312	619	510	0
AT4G10950	0	0	2	1	0	0	2	1	4
AT4G10955	10	5	50	47	122	31	97	43	0
AT4G10960	56	81	108	99	198	133	216	249	0
AT4G10970	438	368	287	188	380	342	543	735	0
AT4G11000	26	57	117	32	80	130	203	318	0
AT4G11010	572	468	928	886	2201	686	1653	1074	0
AT4G11040	1	0	0	0	0	1	0	0	6
AT4G11060	145	109	33	32	52	43	70	62	0
AT4G11070	4	9	3	6	10	11	5	3	0
AT4G11080	30	37	20	18	36	9	20	7	0
AT4G11090	150	132	158	158	323	118	363	186	0
AT4G11100	200	128	294	254	611	183	463	265	0
AT4G11110	578	546	576	701	1252	434	1171	632	0
AT4G11120	246	112	178	167	345	168	371	272	0
AT4G11130	131	134	46	78	157	29	64	62	0
AT4G11140	44	26	1	3	4	1	0	0	2
AT4G11150	4191	3883	1646	2106	4425	1514	3051	2515	0
AT4G11160	792	524	384	441	863	357	993	543	0
AT4G11170	2	4	21	2	21	16	81	22	0
AT4G11175	183	123	332	473	1173	269	692	323	0
AT4G11211	18	22	44	51	90	29	64	28	0
AT4G11220	897	885	398	369	664	308	760	486	0
AT4G11230	3	2	0	0	1	0	2	0	4
AT4G11240	1359	1390	236	268	539	119	500	227	0
AT4G11260	3984	4421	1535	1275	2753	1297	2957	2382	0
AT4G11270	959	825	622	658	1359	476	1250	807	0
AT4G11280	55	93	199	423	397	275	294	227	0
AT4G11290	3	5	0	0	1	1	1	3	2
AT4G11300	226	282	125	143	263	220	325	390	0
AT4G11310	0	2	0	0	0	1	0	0	6
AT4G11320	1	5	8	0	5	29	4	23	1
AT4G11330	383	566	304	435	655	368	731	440	0
AT4G11340	0	0	0	0	1	0	0	5	6
AT4G11350	6	2	16	12	65	30	36	24	0
AT4G11360	740	906	314	282	483	202	834	385	0
AT4G11370	28	23	26	13	26	24	50	21	0
AT4G11380	1078	1201	996	974	2176	811	1872	1429	0
AT4G11400	1	1	4	14	16	6	18	5	0
AT4G11410	414	355	402	605	1091	180	962	393	0
AT4G11420	4152	5040	1192	1375	3325	756	2281	1247	0
AT4G11440	102	98	58	76	153	53	132	109	0
AT4G11450	37	20	38	51	71	21	76	32	0
AT4G11460	273	99	31	38	103	6	122	15	0
AT4G11470	52	37	9	1	8	6	9	11	0
AT4G11480	0	0	1	0	0	0	4	2	5
AT4G11521	79	179	85	55	144	41	157	45	0
AT4G11530	75	109	84	57	126	83	172	141	0
AT4G11547	7	14	5	5	6	4	8	13	0
AT4G11550	2	5	7	5	13	3	8	4	0
AT4G11560	731	615	288	371	655	285	697	438	0
AT4G11570	1234	890	1814	3193	5793	3227	4616	4826	0
AT4G11590	2	0	3	0	1	6	3	11	2
AT4G11600	1155	1239	1203	859	1733	840	2840	1641	0
AT4G11630	293	203	124	114	323	125	260	237	0
AT4G11640	103	78	39	38	110	42	91	59	0
AT4G11650	9	92	0	0	0	3	0	0	5
AT4G11655	0	1	4	1	4	3	6	5	1
AT4G11660	51	9	65	50	80	118	130	116	0
AT4G11670	679	689	356	334	672	285	742	498	0
AT4G11680	205	131	193	231	478	49	398	75	0
AT4G11690	24	18	12	11	22	5	34	22	0
AT4G11700	5	2	2	3	2	0	2	1	1
AT4G11720	0	2	0	1	0	0	0	0	6
AT4G11730	0	0	0	0	0	0	0	1	7
AT4G11740	605	564	369	383	831	434	781	697	0
AT4G11780	0	0	0	4	6	0	1	0	5
AT4G11790	612	630	251	334	674	203	581	392	0
AT4G11800	657	1001	479	546	1054	379	968	621	0
AT4G11810	2	2	3	6	3	4	6	5	0
AT4G11820	435	372	281	278	622	340	562	525	0
AT4G11830	2289	2301	862	745	1293	633	2051	849	0
AT4G11840	482	506	741	315	657	602	1328	1388	0
AT4G11845	94	103	43	39	65	24	75	54	0
AT4G11850	1116	1163	1082	391	818	1124	2236	2772	0
AT4G11860	854	1017	390	391	803	250	769	468	0
AT4G11880	0	1	1	0	0	0	0	0	6
AT4G11890	28	114	777	89	910	1001	1441	2272	0
AT4G11900	703	890	1087	652	1295	677	1943	1414	0
AT4G11910	87	118	49	35	24	37	140	174	0
AT4G11911	0	0	5	0	3	15	23	6	3
AT4G11920	68	71	82	67	137	43	172	86	0
AT4G11950	0	6	1	2	3	0	1	1	2
AT4G11960	525	661	554	814	1307	596	1309	1088	0
AT4G11970	241	255	105	108	192	67	170	123	0
AT4G11980	181	156	176	218	409	113	355	173	0
AT4G11990	6	11	19	39	59	9	38	23	0
AT4G12000	26	24	146	358	707	103	291	75	0
AT4G12005	2	1	4	3	17	4	5	2	0
AT4G12010	313	406	329	255	536	266	633	474	0
AT4G12020	1006	1230	676	860	1646	556	1537	1014	0
AT4G12030	146	223	359	663	1816	259	605	724	0
AT4G12040	1452	1949	410	397	732	396	841	630	0
AT4G12050	0	0	0	2	3	0	0	0	6
AT4G12060	613	562	650	716	1603	445	1457	775	0
AT4G12070	341	417	263	212	331	266	622	473	0
AT4G12080	86	98	24	30	25	38	80	70	0
AT4G12090	6	3	6	3	14	3	10	12	0
AT4G12110	259	237	190	284	545	142	356	226	0
AT4G12120	171	204	164	141	337	172	395	310	0
AT4G12130	74	110	79	95	222	31	150	48	0
AT4G12140	0	0	0	0	0	1	2	0	6
AT4G12210	0	0	0	0	0	1	0	0	7
AT4G12220	1	0	0	0	1	0	0	0	6
AT4G12230	722	734	481	534	956	402	1050	706	0
AT4G12240	67	35	21	21	45	17	49	43	0
AT4G12250	226	212	126	127	279	97	303	198	0
AT4G12270	1	1	0	0	0	0	0	0	6
AT4G12290	5089	3975	4226	1624	1908	685	10103	1792	0
AT4G12300	792	686	388	606	861	325	1070	578	0
AT4G12310	1128	667	1109	1097	2284	237	2257	431	0
AT4G12320	559	294	2229	1816	3874	1431	5692	1838	0
AT4G12330	0	1	1	1	3	0	9	0	3
AT4G12340	890	914	312	286	575	238	654	347	0
AT4G12350	0	1	0	2	1	0	2	0	4
AT4G12360	0	1	0	0	0	0	0	0	7
AT4G12382	10	8	7	7	12	4	14	5	0
AT4G12390	619	115	356	642	1083	77	931	113	0
AT4G12400	25	19	59	13	15	45	91	39	0
AT4G12410	24	0	3	1	3	1	4	0	2
AT4G12420	2109	1343	948	755	1630	440	1440	540	0
AT4G12430	58	16	72	78	110	28	118	24	0
AT4G12440	0	0	2	2	5	0	0	0	5
AT4G12450	11	7	7	11	8	6	6	12	0
AT4G12460	459	571	272	455	833	243	552	342	0
AT4G12470	987	947	3	14	22	10	22	15	0
AT4G12480	347	455	5	0	25	14	11	73	1
AT4G12490	27	74	3	0	21	17	5	20	1
AT4G12500	18	46	0	0	0	7	3	5	3
AT4G12540	1	0	5	1	2	0	4	1	2
AT4G12560	1034	1088	587	651	1169	349	1154	522	0
AT4G12570	1414	1698	309	333	513	302	729	509	0
AT4G12580	2	2	2	0	6	2	0	3	2
AT4G12590	881	939	432	332	602	423	900	669	0
AT4G12600	494	350	154	138	380	118	284	212	0
AT4G12610	592	554	334	370	688	285	671	491	0
AT4G12620	2	7	31	20	47	8	27	10	0
AT4G12640	459	455	301	291	651	175	567	258	0
AT4G12650	1135	965	1210	928	2112	954	2224	1512	0
AT4G12670	500	464	140	158	320	81	284	168	0
AT4G12680	436	425	137	182	277	89	310	122	0
AT4G12690	358	276	46	64	101	22	111	28	0
AT4G12700	89	70	33	80	169	57	62	52	0
AT4G12710	212	285	113	109	262	78	199	139	0
AT4G12720	373	365	1296	495	1595	1906	3758	3168	0
AT4G12730	388	40	726	611	1444	510	808	591	0
AT4G12731	1	0	0	0	0	0	0	0	7
AT4G12735	1	6	2	2	4	5	13	6	0
AT4G12740	3	6	6	0	8	0	6	7	2
AT4G12750	376	336	135	74	154	118	255	197	0
AT4G12760	185	173	98	114	179	79	258	166	0
AT4G12770	692	667	362	342	689	303	758	502	0
AT4G12780	1542	1452	522	594	1134	407	1168	684	0
AT4G12790	732	877	333	443	882	482	846	584	0
AT4G12800	12184	18893	17673	37861	79096	40005	31242	48856	0
AT4G12810	1	0	1	0	0	0	0	0	6
AT4G12830	439	271	1388	1677	4056	628	2842	810	0
AT4G12840	32	15	40	61	99	15	42	43	0
AT4G12850	53	47	23	19	54	28	59	46	0
AT4G12860	0	0	0	0	0	0	0	1	7
AT4G12880	44	32	253	203	451	432	456	535	0
AT4G12890	0	0	0	0	0	0	0	1	7
AT4G12900	37	13	33	8	47	68	54	90	0
AT4G12910	249	242	887	1056	2012	370	1769	626	0
AT4G12970	41	22	38	52	157	7	36	3	0
AT4G12980	146	221	324	1799	2880	696	629	642	0
AT4G12990	133	144	85	126	214	49	208	79	0
AT4G13000	4	4	5	11	24	2	16	7	0
AT4G13010	1014	999	641	2104	3811	1714	1619	2560	0
AT4G13020	888	1079	791	1007	2098	479	1616	720	0
AT4G13030	128	220	48	53	86	38	69	70	0
AT4G13040	819	882	214	241	452	273	435	431	0
AT4G13050	630	437	203	239	656	135	365	210	0
AT4G13060	0	2	0	0	0	0	0	0	7
AT4G13070	113	93	47	32	97	45	133	81	0
AT4G13100	257	114	360	387	601	100	740	130	0
AT4G13110	206	190	97	112	135	155	207	221	0
AT4G13130	0	0	0	1	1	0	1	0	5
AT4G13150	386	278	412	490	939	363	888	596	0
AT4G13160	225	281	122	173	279	108	338	167	0
AT4G13170	378	283	266	222	607	158	519	254	0
AT4G13180	617	459	257	435	680	122	586	248	0
AT4G13190	1	5	11	29	47	7	20	5	0
AT4G13195	1	6	38	60	103	13	59	15	0
AT4G13200	991	1108	430	513	1077	419	1049	671	0
AT4G13210	0	0	0	0	2	0	0	0	7
AT4G13220	246	186	295	441	1027	292	795	398	0
AT4G13235	0	0	0	0	0	0	0	1	7
AT4G13250	4960	5664	3125	1623	3254	1315	6402	2012	0
AT4G13260	1	25	3	4	10	30	3	10	0
AT4G13270	433	364	301	353	646	238	663	374	0
AT4G13280	5	1	0	4	2	2	1	2	1
AT4G13290	0	0	0	0	0	0	1	0	7
AT4G13320	41	33	14	4	10	12	12	22	0
AT4G13330	197	100	32	11	31	39	38	56	0
AT4G13340	4690	3443	762	652	1216	649	1488	1076	0
AT4G13345	451	466	203	209	429	92	403	187	0
AT4G13350	2489	2016	1213	1147	2050	1055	2692	1791	0
AT4G13360	1109	1129	613	613	1332	488	1283	928	0
AT4G13370	13	4	9	8	15	9	17	16	0
AT4G13380	2	0	0	0	0	0	1	0	6
AT4G13390	2	1	0	0	0	0	0	0	6
AT4G13395	51	204	2	7	2	3	3	6	0
AT4G13400	254	415	93	146	250	56	250	112	0
AT4G13410	3	2	28	5	64	27	148	8	0
AT4G13420	1	2	0	0	0	0	0	0	6
AT4G13430	2906	2971	2387	2343	6768	2377	4069	5869	0
AT4G13440	0	0	0	0	0	0	0	1	7
AT4G13450	0	0	0	2	0	1	0	0	6
AT4G13460	779	1331	374	574	1065	313	859	429	0
AT4G13480	0	0	1	2	1	0	0	3	4
AT4G13500	561	523	689	1006	1964	421	1598	544	0
AT4G13510	3577	5145	3725	1196	2737	1630	7562	4198	0
AT4G13520	578	562	225	260	503	235	533	388	0
AT4G13530	2004	2381	755	1112	1952	676	2001	1133	0
AT4G13540	54	241	1	17	16	2	7	5	0
AT4G13550	484	464	617	995	2003	676	1493	1022	0
AT4G13560	22	22	80	60	126	39	113	44	0
AT4G13570	205	219	148	168	299	135	264	145	0
AT4G13572	147	117	122	203	453	210	188	208	0
AT4G13575	79	41	98	209	499	328	159	256	0
AT4G13577	10	5	22	71	179	85	56	86	0
AT4G13580	1	0	0	1	3	0	3	1	3
AT4G13590	753	653	860	1099	2246	612	1902	847	0
AT4G13600	29	13	6	3	4	0	5	1	1
AT4G13615	753	630	563	625	1356	847	1319	1320	0
AT4G13620	2	1	0	0	0	1	0	0	5
AT4G13630	445	359	124	178	333	107	312	165	0
AT4G13640	842	838	232	206	395	231	564	311	0
AT4G13650	69	29	48	51	154	15	125	22	0
AT4G13660	50	46	2	0	0	0	0	0	5
AT4G13670	1231	1198	750	988	2119	540	1754	629	0
AT4G13680	7	2	1	1	9	1	8	0	1
AT4G13690	1	1	1	2	3	0	4	1	1
AT4G13710	24	6	43	38	130	4	50	14	0
AT4G13720	242	190	115	124	271	68	207	93	0
AT4G13730	406	398	239	252	484	204	502	299	0
AT4G13750	282	261	124	92	215	187	231	270	0
AT4G13770	1546	2459	2995	5023	11731	2671	4681	7745	0
AT4G13780	2863	3263	689	794	1723	494	1445	900	0
AT4G13800	6	3	22	63	119	147	73	140	0
AT4G13810	543	511	1033	846	1828	829	2383	1515	0
AT4G13820	40	56	22	13	35	28	37	81	0
AT4G13830	4434	3969	752	1080	1600	2274	1949	3286	0
AT4G13840	1684	944	1884	1624	3010	1361	3061	1729	0
AT4G13850	758	652	396	248	583	372	837	634	0
AT4G13860	2	2	1	1	2	4	13	4	0
AT4G13870	111	85	35	60	118	49	127	74	0
AT4G13880	195	248	52	38	52	26	119	42	0
AT4G13885	43	72	11	20	33	16	37	21	0
AT4G13890	0	0	16	2	43	60	6	60	2
AT4G13920	374	483	326	284	525	209	673	482	0
AT4G13930	537	322	1253	1381	3757	659	2126	889	0
AT4G13940	14126	12981	6169	7449	17098	3658	12230	5511	0
AT4G13950	43	37	43	48	83	21	82	40	0
AT4G13970	372	368	155	184	363	120	363	196	0
AT4G13980	366	386	153	183	358	98	315	170	0
AT4G13990	5	3	55	45	62	42	93	51	0
AT4G13992	4	0	0	3	12	2	1	3	2
AT4G14000	356	283	124	154	284	105	290	168	0
AT4G14010	12	24	20	28	74	16	24	26	0
AT4G14020	579	539	427	428	855	236	832	488	0
AT4G14030	4229	5205	1404	2065	3964	1362	2832	2126	0
AT4G14040	4867	5055	1544	2156	5037	1144	2045	3454	0
AT4G14050	35	28	30	13	43	10	51	21	0
AT4G14070	1209	1206	1503	1763	3464	1236	3086	1798	0
AT4G14080	0	0	0	0	0	0	1	0	7
