Genes	healthy30.1	healthy30	healthy12	healthy18.1	healthy18	healthy24.1	healthy12.1	healthy24	zero-counter
AT3G62360	1260	1203	1185	918	1881	1031	2089	1831	0
AT3G62370	461	465	323	182	397	290	541	512	0
AT3G62380	2	2	1	0	0	0	0	0	5
AT3G62390	132	116	81	99	216	101	139	110	0
AT3G62400	342	282	311	355	713	217	718	353	0
AT3G62410	5771	5261	7888	8915	18707	3595	19737	4873	0
AT3G62420	744	532	193	171	334	166	535	272	0
AT3G62430	3	1	5	0	2	1	3	4	1
AT3G62440	0	0	0	0	0	0	0	1	7
AT3G62450	252	248	100	105	191	108	263	185	0
AT3G62460	135	129	59	41	124	35	128	72	0
AT3G62470	128	125	105	59	158	39	192	51	0
AT3G62499	8	5	5	4	12	4	14	5	0
AT3G62500	199	169	75	89	156	48	190	75	0
AT3G62510	30	29	15	21	40	13	55	13	0
AT3G62528	0	0	0	0	0	1	0	0	7
AT3G62530	1454	902	1352	971	3573	928	2682	1455	0
AT3G62540	6	6	5	4	6	3	8	6	0
AT3G62550	2732	4675	1345	170	334	1500	3560	2131	0
AT3G62560	727	658	444	520	1007	503	950	693	0
AT3G62570	13	6	3	2	6	2	6	9	0
AT3G62580	736	883	625	591	1357	528	1525	1084	0
AT3G62590	213	206	63	88	119	89	166	161	0
AT3G62600	368	330	959	309	999	1034	1525	2314	0
AT3G62610	0	0	6	11	15	4	18	3	2
AT3G62620	135	119	58	78	147	49	136	71	0
AT3G62630	184	59	173	89	173	316	359	607	0
AT3G62640	0	0	0	1	0	1	0	1	5
AT3G62650	4877	6871	470	408	724	506	1157	847	0
AT3G62660	639	409	320	176	312	364	696	473	0
AT3G62680	0	1	0	0	0	0	1	0	6
AT3G62690	77	49	51	22	45	20	55	29	0
AT3G62700	1960	1677	1892	3477	5905	1469	3600	2096	0
AT3G62720	396	289	76	86	129	122	118	119	0
AT3G62730	0	0	0	0	0	2	0	0	7
AT3G62740	3	6	1	1	4	5	3	11	0
AT3G62750	4052	4511	1343	861	1651	2361	2866	2552	0
AT3G62760	0	0	0	0	0	0	1	0	7
AT3G62770	1244	1470	363	312	540	403	845	677	0
AT3G62780	1	8	39	2	11	35	53	142	0
AT3G62790	281	207	192	239	503	154	423	247	0
AT3G62800	239	239	168	222	297	136	383	196	0
AT3G62810	224	251	99	111	203	78	238	114	0
AT3G62820	488	366	318	174	280	133	454	169	0
AT3G62830	825	783	548	475	1025	508	1245	957	0
AT3G62840	888	773	375	351	768	260	758	384	0
AT3G62860	485	556	51	87	123	56	104	82	0
AT3G62870	4937	3884	1450	1411	4050	967	2895	1616	0
AT3G62880	149	142	64	69	160	53	137	56	0
AT3G62890	29	29	15	8	37	8	38	16	0
AT3G62900	1566	1641	643	771	1534	414	1324	675	0
AT3G62910	745	714	591	722	1587	241	1322	274	0
AT3G62920	65	56	24	28	34	24	61	26	0
AT3G62930	96	57	3	10	56	8	3	9	0
AT3G62940	505	422	193	236	522	166	417	178	0
AT3G62950	141	258	12	40	77	13	15	27	0
AT3G62960	19	18	16	52	36	8	51	15	0
AT3G62970	228	287	127	183	368	118	331	176	0
AT3G62980	2675	2153	1124	1593	3362	678	2280	885	0
AT3G62990	0	0	2	1	4	1	2	3	2
AT3G63000	1118	1248	408	454	794	375	1029	589	0
AT3G63010	337	369	125	88	200	110	354	172	0
AT3G63020	0	5	0	0	0	0	0	0	7
AT3G63030	242	236	219	107	204	163	394	316	0
AT3G63050	15	8	5	10	18	7	17	6	0
AT3G63052	1	0	0	0	0	0	0	0	7
AT3G63060	9	3	3	2	10	2	3	3	0
AT3G63070	1437	1565	671	782	1537	473	1450	717	0
AT3G63080	787	814	437	346	658	449	1048	818	0
AT3G63088	11	7	1	0	1	0	2	1	2
AT3G63090	142	63	53	32	77	61	93	108	0
AT3G63095	0	0	0	0	3	0	0	0	7
AT3G63110	357	322	40	130	505	25	45	123	0
AT3G63120	328	257	251	367	666	213	580	316	0
AT3G63130	348	301	120	174	383	94	273	155	0
AT3G63140	3667	3662	7610	11967	25914	5091	16768	6511	0
AT3G63150	1017	1042	474	457	940	394	1030	544	0
AT3G63160	4666	3264	3434	1918	5627	367	7392	256	0
AT3G63170	355	268	267	267	647	147	503	274	0
AT3G63180	576	570	462	579	1113	217	979	379	0
AT3G63190	2552	2546	1240	1719	3838	732	2660	884	0
AT3G63200	19	8	103	53	125	90	185	111	0
AT3G63210	692	1120	292	196	232	230	754	407	0
AT3G63215	0	4	7	8	3	4	23	5	1
AT3G63220	284	347	61	72	162	49	131	92	0
AT3G63240	250	129	99	69	158	37	151	58	0
AT3G63250	537	567	204	215	383	157	416	262	0
AT3G63260	1246	1498	433	705	1473	216	879	366	0
AT3G63270	244	268	134	141	244	93	287	174	0
AT3G63280	22	29	8	14	31	6	17	28	0
AT3G63290	47	36	38	45	61	38	69	56	0
AT3G63300	63	45	21	27	56	10	51	23	0
AT3G63310	1253	1589	510	504	884	612	1220	962	0
AT3G63320	0	0	2	0	0	1	1	1	4
AT3G63340	1912	1928	728	989	1640	573	1520	944	0
AT3G63370	335	251	184	191	436	57	370	71	0
AT3G63380	256	642	175	33	210	155	368	131	0
AT3G63390	385	406	99	129	237	96	262	115	0
AT3G63400	1977	2439	520	428	937	387	1085	658	0
AT3G63410	3863	3611	3863	5761	13992	2877	8081	3934	0
AT3G63420	451	351	191	155	312	134	504	243	0
AT3G63430	1	2	2	3	3	1	4	4	0
AT3G63440	362	413	196	241	418	127	395	156	0
AT3G63450	24	31	92	89	142	41	157	36	0
AT3G63460	2369	2213	1729	1585	3506	1348	3310	2561	0
AT3G63470	8	30	5	4	11	2	3	5	0
AT3G63480	7	6	14	7	21	5	14	9	0
AT3G63490	5538	5493	3599	5137	11336	2456	8531	3455	0
AT3G63500	4671	7134	1346	1572	2635	1059	3364	1981	0
AT3G63510	219	161	201	231	496	72	407	62	0
AT3G63520	10358	12906	5799	8750	15736	4581	13522	7099	0
AT3G63530	74	49	44	97	194	26	68	39	0
AT3G63540	2948	2504	1518	2167	4488	1085	3506	1437	0
AT3G66652	110	70	65	91	194	80	128	135	0
AT3G66654	858	933	400	306	715	360	764	631	0
AT3G66656	0	0	0	0	0	0	1	0	7
AT3G66658	302	322	233	189	400	125	359	274	0
AT4G00020	12	9	108	72	178	23	142	38	0
AT4G00026	411	373	155	144	298	108	288	240	0
AT4G00030	1272	1268	301	474	682	271	859	347	0
AT4G00040	1867	1711	482	561	865	353	1318	457	0
AT4G00050	353	157	433	1601	2680	112	883	152	0
AT4G00060	1209	1277	614	748	1382	386	1353	621	0
AT4G00070	5	10	4	2	4	0	1	1	1
AT4G00080	2	0	0	0	0	0	0	0	7
AT4G00090	468	584	155	216	421	119	328	213	0
AT4G00100	1916	1521	785	877	2180	522	1684	838	0
AT4G00110	120	133	57	68	151	56	143	65	0
AT4G00120	1	0	0	0	0	0	0	0	7
AT4G00150	499	572	418	542	1108	149	778	233	0
AT4G00160	2	0	0	0	0	0	0	0	7
AT4G00163	3	3	10	17	23	1	30	8	0
AT4G00170	237	263	156	170	356	148	322	223	0
AT4G00180	1170	973	286	321	651	183	651	198	0
AT4G00190	0	0	0	1	0	0	0	0	7
AT4G00200	16	21	15	14	24	7	32	18	0
AT4G00210	2	0	0	0	0	0	0	0	7
AT4G00220	8	6	2	2	3	0	0	3	2
AT4G00230	407	557	129	155	231	78	218	135	0
AT4G00231	372	381	105	117	246	93	201	120	0
AT4G00238	326	306	86	89	205	69	188	134	0
AT4G00240	47	23	54	24	43	52	111	134	0
AT4G00270	489	454	348	360	705	212	800	348	0
AT4G00280	0	0	1	1	2	4	1	2	2
AT4G00290	286	271	260	198	459	219	546	487	0
AT4G00300	1556	1287	702	414	964	496	1169	922	0
AT4G00305	3	0	1	0	0	2	6	4	3
AT4G00310	20	5	6	17	31	11	24	10	0
AT4G00330	2562	2269	1312	946	1763	994	2927	1976	0
AT4G00335	486	542	135	128	258	87	283	144	0
AT4G00340	820	842	656	621	1185	318	1202	504	0
AT4G00342	0	0	0	0	0	0	0	1	7
AT4G00350	0	0	0	0	0	1	0	0	7
AT4G00355	1905	2801	674	612	1059	702	1654	1380	0
AT4G00360	631	392	4004	3714	8962	3137	6484	4036	0
AT4G00370	1246	1074	1571	2218	4678	784	3535	1226	0
AT4G00380	44	39	44	52	106	21	81	47	0
AT4G00390	7	2	7	8	15	6	12	14	0
AT4G00400	239	169	301	287	813	249	443	265	0
AT4G00420	122	136	124	122	244	107	200	129	0
AT4G00430	560	465	1541	2597	5263	734	2974	906	0
AT4G00440	370	396	524	488	981	311	993	597	0
AT4G00450	1945	2236	1012	1081	2269	691	2261	1157	0
AT4G00460	1	1	4	5	10	2	2	3	0
AT4G00480	5	7	8	8	36	5	9	21	0
AT4G00490	239	229	1408	1294	3758	499	2400	741	0
AT4G00500	261	312	292	332	527	209	608	373	0
AT4G00520	408	471	291	392	622	232	717	272	0
AT4G00525	27	33	19	26	36	21	62	29	0
AT4G00530	54	33	14	22	48	12	58	17	0
AT4G00550	338	276	255	289	465	180	628	398	0
AT4G00560	505	524	305	423	689	154	554	167	0
AT4G00570	1045	1004	1178	998	2130	896	2190	1431	0
AT4G00585	491	437	240	328	640	209	668	364	0
AT4G00590	299	368	75	72	142	72	144	75	0
AT4G00600	0	1	0	0	0	0	0	0	7
AT4G00620	235	204	69	73	147	92	180	186	0
AT4G00630	972	1071	1017	1114	2154	1007	2070	1646	0
AT4G00650	73	119	30	54	82	40	62	36	0
AT4G00651	0	1	0	2	2	1	2	0	3
AT4G00660	927	1000	418	443	853	300	918	505	0
AT4G00670	50	41	18	29	53	38	48	105	0
AT4G00680	2	4	10	3	6	9	9	14	0
AT4G00690	24	20	21	23	27	25	43	33	0
AT4G00695	8	6	4	2	6	1	6	7	0
AT4G00700	13	16	415	48	472	538	565	1124	0
AT4G00710	1462	1176	667	844	1445	499	1606	835	0
AT4G00720	2484	3191	1061	1444	2628	650	2624	1033	0
AT4G00730	4536	4445	1677	1650	2907	669	3740	875	0
AT4G00740	717	665	463	510	1053	333	931	568	0
AT4G00750	1084	1638	405	849	1650	360	694	483	0
AT4G00752	913	960	218	236	463	134	467	192	0
AT4G00755	195	163	139	212	444	105	254	129	0
AT4G00760	416	420	163	176	466	117	352	215	0
AT4G00770	272	355	121	109	317	111	287	172	0
AT4G00780	4704	5073	2595	3801	8235	2083	4612	5256	0
AT4G00800	2387	2828	1084	1316	2326	961	2275	1603	0
AT4G00810	534	401	350	422	1075	171	904	324	0
AT4G00820	20	31	26	40	74	66	47	92	0
AT4G00830	2003	2191	461	679	1274	339	1116	548	0
AT4G00840	192	178	114	139	235	85	228	128	0
AT4G00850	37	37	29	35	65	43	88	69	0
AT4G00860	276	220	300	336	721	289	688	447	0
AT4G00870	0	0	42	21	8	1	91	6	2
AT4G00880	6	0	5	15	13	3	14	3	1
AT4G00883	100	38	91	183	316	37	161	84	0
AT4G00890	0	2	0	0	2	0	0	2	5
AT4G00893	0	0	1	0	1	1	2	1	3
AT4G00895	2071	1719	1613	1790	3794	917	3456	1369	0
AT4G00900	512	373	296	341	714	107	573	223	0
AT4G00905	32	30	15	21	55	10	19	28	0
AT4G00910	1	1	1	1	2	0	1	0	2
AT4G00930	315	301	157	195	336	140	298	210	0
AT4G00940	97	109	35	46	90	21	68	78	0
AT4G00950	421	240	253	236	386	53	478	101	0
AT4G00955	89	77	167	195	438	128	360	339	0
AT4G00960	19	31	28	33	81	12	39	37	0
AT4G00970	429	534	438	429	842	752	748	1263	0
AT4G00980	144	96	38	70	102	32	75	55	0
AT4G00990	714	776	289	366	690	216	601	297	0
AT4G01000	5173	8353	815	950	1693	642	1715	997	0
AT4G01010	725	974	383	189	410	312	775	501	0
AT4G01020	502	568	320	367	574	209	726	345	0
AT4G01026	366	389	236	303	689	274	574	331	0
AT4G01030	219	202	112	149	299	83	249	97	0
AT4G01037	639	429	279	259	619	404	650	703	0
AT4G01040	309	285	259	323	773	221	456	340	0
AT4G01050	5036	5479	4938	8630	18779	3944	9208	5375	0
AT4G01060	7	13	23	51	50	51	41	61	0
AT4G01070	487	345	2643	4698	7784	1723	5812	2727	0
AT4G01080	8	2	828	1420	3541	668	3326	569	0
AT4G01090	370	476	430	545	1031	311	779	532	0
AT4G01100	2077	2386	724	1164	2466	714	1585	1097	0
AT4G01110	1	3	13	7	10	4	12	7	0
AT4G01120	1267	1610	180	200	355	108	318	176	0
AT4G01130	115	102	256	35	244	46	403	56	0
AT4G01140	1	2	1	0	0	0	1	0	4
AT4G01150	6620	8164	9021	13707	29621	7375	18524	8114	0
AT4G01160	0	0	0	0	2	0	2	0	6
AT4G01190	10	6	14	14	19	13	41	21	0
AT4G01200	23	16	18	17	21	28	41	29	0
AT4G01210	982	872	572	585	1102	552	1141	843	0
AT4G01220	115	64	98	111	183	71	218	100	0
AT4G01230	4	0	8	3	7	2	8	5	1
AT4G01240	0	0	0	1	1	0	0	0	6
AT4G01250	368	1240	20	24	58	96	69	83	0
AT4G01270	0	0	10	2	12	2	11	8	2
AT4G01280	243	243	181	354	711	133	413	198	0
AT4G01290	2961	3225	1449	1736	3393	1215	3145	1936	0
AT4G01310	6834	6304	2315	3133	7634	938	4827	1040	0
AT4G01320	905	942	526	488	1089	446	921	752	0
AT4G01330	1264	2514	242	355	660	457	492	599	0
AT4G01335	10	48	0	2	5	9	3	3	1
AT4G01340	0	0	0	0	0	0	2	0	7
AT4G01350	7	14	1	1	0	0	0	0	4
AT4G01360	5	6	11	5	13	18	18	33	0
AT4G01370	769	806	644	478	1190	529	1237	942	0
AT4G01380	8	9	93	89	213	73	156	125	0
AT4G01390	122	208	631	655	1735	533	1249	934	0
AT4G01395	661	612	509	503	1110	499	1248	751	0
AT4G01400	40	21	28	18	37	33	49	35	0
AT4G01410	455	381	44	45	67	22	52	40	0
AT4G01420	5	1	2	10	7	1	4	3	0
AT4G01430	0	5	4	17	29	16	5	37	1
AT4G01435	0	0	0	0	1	2	0	0	6
AT4G01440	25	33	44	91	163	30	48	69	0
AT4G01450	93	145	206	358	700	132	402	444	0
AT4G01460	36	53	94	66	155	39	73	11	0
AT4G01480	194	159	483	544	859	257	1416	517	0
AT4G01500	15	9	9	14	16	3	27	6	0
AT4G01510	51	20	45	63	93	42	99	44	0
AT4G01535	2	0	2	0	0	0	1	0	5
AT4G01540	187	68	65	90	101	51	212	81	0
AT4G01550	205	203	150	141	234	141	309	214	0
AT4G01560	376	332	178	193	508	157	365	239	0
AT4G01570	284	192	184	230	506	126	404	178	0
AT4G01575	0	1	2	2	6	2	5	1	1
AT4G01580	3	3	5	4	9	1	7	1	0
AT4G01590	233	189	195	196	454	163	389	248	0
AT4G01595	705	672	187	159	244	164	375	224	0
AT4G01600	373	342	89	148	254	26	102	77	0
AT4G01610	4250	5006	1497	1163	2161	1207	2661	2591	0
AT4G01650	258	253	154	173	313	117	340	187	0
AT4G01660	269	187	200	201	368	256	409	395	0
AT4G01670	56	69	36	13	15	4	75	26	0
AT4G01680	13	5	6	6	7	7	3	10	0
AT4G01690	1118	924	1140	1658	3688	1239	2272	1777	0
AT4G01700	131	171	270	57	214	239	462	688	0
AT4G01703	0	0	1	0	0	0	0	0	7
AT4G01710	175	168	81	93	195	75	216	119	0
AT4G01720	493	683	307	190	499	186	609	502	0
AT4G01730	0	2	7	3	10	2	3	4	1
AT4G01735	3	0	0	0	0	0	0	0	7
AT4G01740	89	94	101	48	82	92	256	194	0
AT4G01750	278	319	463	129	345	226	1225	627	0
AT4G01780	1	0	0	0	1	1	3	0	4
AT4G01790	94	56	21	43	41	15	68	39	0
AT4G01800	6872	8615	3856	5763	12216	2282	7866	3258	0
AT4G01810	863	814	564	508	1095	487	1173	891	0
AT4G01820	27	24	4	1	3	1	5	1	0
AT4G01830	4	1	3	1	0	0	1	0	3
AT4G01840	316	269	139	203	308	140	358	219	0
AT4G01850	3427	3825	1424	1780	4209	1878	3069	2334	0
AT4G01860	434	444	283	335	725	162	541	294	0
AT4G01870	2925	12272	34	12	73	52	28	97	0
AT4G01880	290	312	170	193	288	103	344	188	0
AT4G01883	49	32	184	382	749	319	332	398	0
AT4G01895	28	40	18	13	29	9	29	17	0
AT4G01897	105	106	192	231	413	135	426	223	0
AT4G01900	234	222	233	221	574	172	471	263	0
AT4G01910	34	68	38	33	67	23	77	106	0
AT4G01915	289	219	245	331	495	95	573	140	0
AT4G01920	63	39	43	22	51	38	79	97	0
AT4G01925	0	0	1	0	0	2	0	3	5
AT4G01930	2	2	2	2	3	0	3	1	1
AT4G01935	385	348	430	535	1134	253	963	447	0
AT4G01940	1052	1130	1092	1177	2309	763	2542	1242	0
AT4G01950	13	14	398	560	933	200	547	269	0
AT4G01960	338	264	157	167	314	104	310	162	0
AT4G01970	2	0	0	0	1	1	3	1	3
AT4G01985	0	1	2	0	10	4	11	6	2
AT4G01990	91	55	57	41	70	40	109	92	0
AT4G01995	360	382	397	571	1052	300	969	391	0
AT4G02000	25	40	8	8	27	5	15	22	0
AT4G02010	438	429	351	416	730	226	705	338	0
AT4G02020	1214	1454	546	764	1510	334	1167	464	0
AT4G02030	530	577	358	331	636	302	722	488	0
AT4G02040	21	9	15	20	20	14	23	10	0
AT4G02050	455	446	305	388	870	276	672	529	0
AT4G02060	13	4	100	79	252	27	126	59	0
AT4G02070	171	249	91	116	243	44	161	76	0
AT4G02075	102	162	85	150	168	97	192	205	0
AT4G02080	1729	2049	660	666	1235	551	1453	920	0
AT4G02090	3	7	1	3	4	0	5	0	2
AT4G02100	76	46	43	24	36	15	36	21	0
AT4G02110	7	3	53	36	88	8	71	23	0
AT4G02120	913	849	852	926	1952	633	1698	1101	0
AT4G02130	494	172	569	191	354	307	1137	447	0
AT4G02140	3	2	1	2	4	3	5	2	0
AT4G02150	524	513	191	177	304	202	362	350	0
AT4G02170	0	0	0	1	1	1	0	0	5
AT4G02180	0	0	0	0	1	0	2	1	5
AT4G02195	215	218	84	99	200	82	226	116	0
AT4G02200	182	166	227	356	749	205	427	346	0
AT4G02210	296	223	125	117	213	103	265	139	0
AT4G02220	526	674	298	129	346	258	516	540	0
AT4G02230	2623	2338	743	809	1976	494	1709	828	0
AT4G02260	1685	1516	1524	1967	3788	1150	3222	1582	0
AT4G02280	191	163	77	128	212	52	148	80	0
AT4G02290	0	0	9	1	2	0	1	1	3
AT4G02320	0	0	1	0	1	0	0	0	6
AT4G02330	35	57	110	11	95	191	74	200	0
AT4G02340	471	624	515	372	657	564	1284	1075	0
AT4G02350	776	701	372	329	561	418	782	643	0
AT4G02360	9	34	18	5	18	46	67	31	0
AT4G02370	784	1093	354	125	308	316	763	582	0
AT4G02380	4886	7076	780	209	684	608	1776	1538	0
AT4G02390	17	20	19	15	32	23	59	42	0
AT4G02400	521	423	221	215	581	177	498	277	0
AT4G02405	235	179	219	220	473	236	481	380	0
AT4G02410	99	200	565	861	1314	497	1235	774	0
AT4G02420	139	93	834	1029	2147	575	1263	927	0
AT4G02425	56	39	52	62	91	34	82	25	0
AT4G02430	876	1029	123	138	180	99	333	159	0
AT4G02440	1319	1448	225	324	650	193	578	290	0
AT4G02450	1723	1534	708	838	1934	784	1531	1392	0
AT4G02460	160	155	72	68	146	79	168	92	0
AT4G02480	12758	17532	3135	3333	6526	2096	6198	3705	0
AT4G02482	20	15	13	13	19	6	22	7	0
AT4G02485	67	76	44	55	90	30	107	47	0
AT4G02500	759	548	808	675	1361	761	1504	1092	0
AT4G02510	15258	17137	3901	4541	11428	2105	7794	3252	0
AT4G02520	40608	63421	5292	1347	4504	4235	6865	12306	0
AT4G02530	1129	829	1928	2468	5559	1271	3598	1554	0
AT4G02540	1191	606	302	191	335	332	581	562	0
AT4G02541	0	0	2	0	0	0	1	0	6
AT4G02550	119	123	127	55	123	97	260	163	0
AT4G02560	641	613	306	372	819	276	635	398	0
AT4G02570	5113	5674	1809	1865	4118	1599	3555	2782	0
AT4G02580	1193	1085	780	894	1896	646	1616	999	0
AT4G02590	612	578	262	334	673	155	581	288	0
AT4G02600	671	800	591	518	1121	400	1245	663	0
AT4G02610	331	414	149	169	334	96	356	184	0
AT4G02620	1004	911	598	644	1357	467	1266	796	0
AT4G02630	109	71	593	753	1326	188	1203	295	0
AT4G02640	1719	1959	723	830	1371	486	1719	890	0
AT4G02660	33	21	46	44	67	28	50	64	0
AT4G02670	6	1	5	6	10	2	4	6	0
AT4G02680	1353	975	597	742	1415	285	1535	500	0
AT4G02690	1	2	0	0	0	0	1	0	5
AT4G02700	17	15	0	0	2	1	0	0	4
AT4G02710	232	192	175	168	339	23	301	49	0
AT4G02715	809	1033	250	304	538	221	604	294	0
AT4G02720	873	981	283	344	646	288	604	429	0
AT4G02725	897	840	388	518	1089	359	983	565	0
AT4G02730	87	43	48	43	85	52	81	78	0
AT4G02740	498	514	210	263	478	213	531	354	0
AT4G02750	48	26	23	21	54	11	49	16	0
AT4G02760	344	328	62	74	153	25	181	51	0
AT4G02770	6823	6645	10067	20505	42522	24070	19147	28959	0
AT4G02780	7	5	8	6	9	1	6	8	0
AT4G02790	455	341	372	420	1045	364	853	448	0
AT4G02800	4	3	6	10	18	2	2	2	0
AT4G02810	6	6	2	2	3	0	0	1	2
AT4G02820	227	137	90	98	222	51	182	78	0
AT4G02830	0	0	0	0	1	0	0	0	7
AT4G02840	346	383	171	171	339	143	308	227	0
AT4G02850	1	1	29	12	24	4	4	2	0
AT4G02860	719	682	394	452	741	229	1003	427	0
AT4G02880	1151	1658	323	287	584	222	569	393	0
AT4G02890	2244	2150	2349	3042	6818	2782	4043	4462	0
AT4G02900	121	99	101	138	267	100	232	132	0
AT4G02920	1776	1902	2883	6786	14343	2586	5512	3573	0
AT4G02930	728	413	371	180	454	338	630	631	0
AT4G02940	986	786	931	952	1746	259	1624	502	0
AT4G02950	0	0	0	0	1	0	2	0	6
AT4G02970	1359	1317	89	142	207	30	283	78	0
AT4G02980	99	105	152	131	313	108	297	199	0
AT4G02990	883	601	557	605	1372	434	1219	634	0
AT4G03000	1495	1816	479	716	1459	261	993	459	0
AT4G03010	43	25	31	19	42	5	48	7	0
AT4G03020	2555	2451	1282	1648	3394	731	2987	1264	0
AT4G03030	1762	2062	860	1188	1939	764	2156	1104	0
AT4G03070	4	4	89	114	202	107	147	168	0
AT4G03080	1750	1715	1307	1006	2045	1180	2621	2230	0
AT4G03090	153	115	112	124	265	90	202	122	0
AT4G03100	0	2	4	9	26	2	5	3	1
AT4G03110	706	520	343	460	870	417	554	795	0
AT4G03113	0	0	0	0	0	0	1	0	7
AT4G03115	94	82	48	54	105	41	121	69	0
AT4G03120	196	177	117	104	261	64	227	102	0
AT4G03130	0	1	3	1	4	0	2	0	3
AT4G03140	368	212	145	142	264	43	285	68	0
AT4G03150	341	191	234	293	648	136	561	161	0
AT4G03156	0	2	0	0	0	0	0	0	7
AT4G03157	0	0	0	0	1	0	1	0	6
AT4G03175	0	0	0	0	1	0	0	0	7
AT4G03180	179	189	76	101	265	53	175	84	0
AT4G03190	366	313	109	125	291	86	145	179	0
AT4G03200	1267	1522	833	1164	2244	1057	1781	1727	0
AT4G03205	180	178	49	48	78	25	69	32	0
AT4G03210	554	289	234	108	286	83	370	163	0
AT4G03220	0	1	0	1	0	1	3	1	3
AT4G03230	238	142	157	126	236	131	392	206	0
AT4G03240	310	343	112	130	243	93	280	106	0
AT4G03250	231	247	88	127	254	94	206	130	0
AT4G03260	3237	3227	2058	3477	7075	1502	4869	2253	0
AT4G03270	6	2	19	14	25	4	13	16	0
AT4G03280	16145	15972	14602	19738	42291	10788	31458	14332	0
AT4G03292	0	1	0	0	1	0	1	0	5
AT4G03320	76	100	17	8	28	29	42	61	0
AT4G03330	0	1	19	4	13	0	10	3	2
AT4G03340	8	4	12	15	29	16	19	13	0
AT4G03380	12	5	1	0	0	1	0	0	4
AT4G03390	746	487	327	245	514	388	586	505	0
AT4G03400	432	142	153	558	871	709	540	704	0
AT4G03410	576	423	385	502	1030	593	1023	1066	0
AT4G03415	662	716	302	432	894	318	551	517	0
AT4G03420	683	741	163	155	578	475	318	477	0
AT4G03430	1943	2092	560	567	1128	563	1256	786	0
AT4G03440	187	113	93	115	163	47	195	70	0
AT4G03443	48	38	17	21	29	10	43	16	0
AT4G03450	14	24	707	275	750	677	1323	1521	0
AT4G03460	7	7	1	1	4	1	2	4	0
AT4G03480	0	0	0	0	1	0	0	1	6
AT4G03490	14	0	11	6	6	7	11	5	1
AT4G03500	32	24	59	125	371	76	142	195	0
AT4G03505	3	12	8	9	9	2	21	7	0
AT4G03510	865	1595	66	27	51	153	202	193	0
AT4G03520	6882	7689	4539	5205	11404	3117	10790	4440	0
AT4G03540	0	0	2	0	0	0	0	0	7
AT4G03550	1469	1283	896	611	1614	654	1640	1024	0
AT4G03560	3421	3804	1725	2061	4111	1450	2765	2265	0
AT4G03565	1	0	0	0	0	2	0	0	6
AT4G03580	1	1	0	0	1	0	0	2	4
AT4G03600	16	10	5	28	18	14	35	16	0
AT4G03610	6	1	15	5	23	17	18	21	0
AT4G03620	0	0	0	0	1	0	0	1	6
AT4G03635	80	47	35	30	55	29	72	48	0
AT4G03820	61	61	159	83	184	131	235	236	0
AT4G03930	16	12	4	2	8	2	11	1	0
AT4G03940	40	35	9	9	21	4	21	7	0
AT4G03950	0	0	0	1	0	0	0	0	7
AT4G03960	121	133	133	157	319	76	283	158	0
AT4G03965	1	0	0	0	0	0	0	1	6
AT4G04020	175	162	614	1202	2355	15523	1316	20637	0
AT4G04025	0	0	0	0	2	0	0	0	7
AT4G04040	3010	2770	1264	1672	3754	756	2529	1145	0
AT4G04180	95	75	40	22	47	61	80	119	0
AT4G04190	23	33	14	7	18	7	49	12	0
AT4G04200	146	129	84	107	206	112	268	192	0
AT4G04210	616	280	929	1187	2453	754	1966	1297	0
AT4G04220	355	514	471	241	605	276	762	763	0
AT4G04260	1	0	0	0	1	1	1	2	3
AT4G04320	585	527	382	433	863	258	748	584	0
AT4G04330	178	171	600	198	560	122	1237	100	0
AT4G04340	1076	775	1177	1127	2219	2154	2032	3006	0
AT4G04350	1064	823	885	1069	2474	478	1832	643	0
AT4G04360	60	49	27	40	66	25	81	39	0
AT4G04370	115	137	91	109	195	71	208	93	0
AT4G04415	7	1	0	0	1	0	0	1	4
AT4G04423	4	1	0	1	3	0	0	0	4
AT4G04450	28	12	10	0	9	1	8	4	1
AT4G04460	2	5	12	13	37	15	15	21	0
AT4G04470	265	276	266	324	435	242	648	457	0
AT4G04480	1	1	0	1	0	0	0	0	5
AT4G04490	21	73	520	139	543	655	1372	1330	0
AT4G04500	6	15	267	24	332	296	565	539	0
AT4G04510	1	4	77	8	95	127	189	230	0
AT4G04540	3	7	45	5	52	39	210	95	0
AT4G04570	1552	1292	2882	1457	5421	1641	5536	3478	0
AT4G04580	0	0	0	0	0	0	0	1	7
AT4G04605	1	0	0	0	1	0	1	0	5
AT4G04610	193	211	713	1204	2936	662	1258	1489	0
AT4G04614	282	295	115	152	293	79	251	144	0
AT4G04620	1029	1584	124	165	190	125	309	250	0
AT4G04630	121	323	37	60	109	60	79	105	0
AT4G04640	8307	8603	14100	19763	47020	12202	28779	16779	0
AT4G04670	331	295	95	74	166	89	171	140	0
AT4G04680	0	1	1	0	2	2	0	2	3
AT4G04695	156	178	215	70	166	190	303	487	0
AT4G04700	81	54	76	49	91	45	168	58	0
AT4G04710	5	0	4	2	3	3	0	3	2
AT4G04720	1122	1457	637	596	1159	566	1369	1058	0
AT4G04740	1301	1747	449	426	873	340	1022	677	0
AT4G04745	0	2	14	13	28	7	17	17	1
AT4G04750	50	74	562	561	668	347	1646	508	0
AT4G04760	0	0	10	31	21	26	81	34	2
AT4G04770	2539	2051	2650	4364	9184	2303	5389	3947	0
AT4G04780	179	178	69	88	166	57	152	85	0
