Genes	healthy30.1	healthy30	healthy12	healthy18.1	healthy18	healthy24.1	healthy12.1	healthy24	zero-counter
AT1G07340	0	0	0	0	0	0	0	0	8
AT1G07476	0	0	0	0	0	0	0	0	8
AT1G07550	0	0	0	0	0	0	0	0	8
AT1G07560	0	0	0	0	0	0	0	0	8
AT1G07680	0	0	0	0	0	0	0	0	8
AT1G07690	0	0	0	0	0	0	0	0	8
AT1G07747	0	0	0	0	0	0	0	0	8
AT1G07795	0	0	0	0	0	0	0	0	8
AT1G07860	0	0	0	0	0	0	0	0	8
AT1G08065	0	0	0	0	0	0	0	0	8
AT1G08100	0	0	0	0	0	0	0	0	8
AT1G08135	0	0	0	0	0	0	0	0	8
AT1G08140	0	0	0	0	0	0	0	0	8
AT1G08150	0	0	0	0	0	0	0	0	8
AT1G08430	0	0	0	0	0	0	0	0	8
AT1G08645	0	0	0	0	0	0	0	0	8
AT1G08670	0	0	0	0	0	0	0	0	8
AT1G08695	0	0	0	0	0	0	0	0	8
AT1G08790	0	0	0	0	0	0	0	0	8
AT1G08985	0	0	0	0	0	0	0	0	8
AT1G08990	0	0	0	0	0	0	0	0	8
AT1G09030	0	0	0	0	0	0	0	0	8
AT1G09157	0	0	0	0	0	0	0	0	8
AT1G09245	0	0	0	0	0	0	0	0	8
AT1G09360	0	0	0	0	0	0	0	0	8
AT1G09370	0	0	0	0	0	0	0	0	8
AT1G09550	0	0	0	0	0	0	0	0	8
AT1G09625	0	0	0	0	0	0	0	0	8
AT1G09665	0	0	0	0	0	0	0	0	8
AT1G09790	0	0	0	0	0	0	0	0	8
AT1G10010	0	0	0	0	0	0	0	0	8
AT1G10190	0	0	0	0	0	0	0	0	8
AT1G10250	0	0	0	0	0	0	0	0	8
AT1G10385	0	0	0	0	0	0	0	0	8
AT1G10480	0	0	0	0	0	0	0	0	8
AT1G10588	0	0	0	0	0	0	0	0	8
AT1G10680	0	0	0	0	0	0	0	0	8
AT1G10710	0	0	0	0	0	0	0	0	8
AT1G10715	0	0	0	0	0	0	0	0	8
AT1G10717	0	0	0	0	0	0	0	0	8
AT1G10745	0	0	0	0	0	0	0	0	8
AT1G10747	0	0	0	0	0	0	0	0	8
AT1G10875	0	0	0	0	0	0	0	0	8
AT1G10880	0	0	0	0	0	0	0	0	8
AT1G10980	0	0	0	0	0	0	0	0	8
AT1G11040	0	0	0	0	0	0	0	0	8
AT1G11110	0	0	0	0	0	0	0	0	8
AT1G11145	0	0	0	0	0	0	0	0	8
AT1G11230	0	0	0	0	0	0	0	0	8
AT1G11460	0	0	0	0	0	0	0	0	8
AT1G11470	0	0	0	0	0	0	0	0	8
AT1G11510	0	0	0	0	0	0	0	0	8
AT1G11520	0	0	0	0	0	0	0	0	8
AT1G11590	0	0	0	0	0	0	0	0	8
AT1G11593	0	0	0	0	0	0	0	0	8
AT1G11600	0	0	0	0	0	0	0	0	8
AT1G11608	0	0	0	0	0	0	0	0	8
AT1G11610	0	0	0	0	0	0	0	0	8
AT1G11620	0	0	0	0	0	0	0	0	8
AT1G11684	0	0	0	0	0	0	0	0	8
AT1G11765	0	0	0	0	0	0	0	0	8
AT1G11920	0	0	0	0	0	0	0	0	8
AT1G11970	0	0	0	0	0	0	0	0	8
AT1G11980	0	0	0	0	0	0	0	0	8
AT1G12064	0	0	0	0	0	0	0	0	8
AT1G12130	0	0	0	0	0	0	0	0	8
AT1G12170	0	0	0	0	0	0	0	0	8
AT1G12180	0	0	0	0	0	0	0	0	8
AT1G12190	0	0	0	0	0	0	0	0	8
AT1G12411	0	0	0	0	0	0	0	0	8
AT1G12560	0	0	0	0	0	0	0	0	8
AT1G12615	0	0	0	0	0	0	0	0	8
AT1G12660	0	0	0	0	0	0	0	0	8
AT1G12663	0	0	0	0	0	0	0	0	8
AT1G12740	0	0	0	0	0	0	0	0	8
AT1G12805	0	0	0	0	0	0	0	0	8
AT1G12870	0	0	0	0	0	0	0	0	8
AT1G12960	0	0	0	0	0	0	0	0	8
AT1G12980	0	0	0	0	0	0	0	0	8
AT1G13130	0	0	0	0	0	0	0	0	8
AT1G13143	0	0	0	0	0	0	0	0	8
AT1G13290	0	0	0	0	0	0	0	0	8
AT1G13300	0	0	0	0	0	0	0	0	8
AT1G13400	0	0	0	0	0	0	0	0	8
AT1G13485	0	0	0	0	0	0	0	0	8
AT1G13490	0	0	0	0	0	0	0	0	8
AT1G13500	0	0	0	0	0	0	0	0	8
AT1G13510	0	0	0	0	0	0	0	0	8
AT1G13590	0	0	0	0	0	0	0	0	8
AT1G13610	0	0	0	0	0	0	0	0	8
AT1G13620	0	0	0	0	0	0	0	0	8
AT1G13680	0	0	0	0	0	0	0	0	8
AT1G13710	0	0	0	0	0	0	0	0	8
AT1G13755	0	0	0	0	0	0	0	0	8
AT1G13760	0	0	0	0	0	0	0	0	8
AT1G13805	0	0	0	0	0	0	0	0	8
AT1G13890	0	0	0	0	0	0	0	0	8
AT1G14048	0	0	0	0	0	0	0	0	8
AT1G14110	0	0	0	0	0	0	0	0	8
AT1G14220	0	0	0	0	0	0	0	0	8
AT1G14315	0	0	0	0	0	0	0	0	8
AT1G14450	0	0	0	0	0	0	0	0	8
AT1G14500	0	0	0	0	0	0	0	0	8
AT1G14550	0	0	0	0	0	0	0	0	8
AT1G14686	0	0	0	0	0	0	0	0	8
AT1G14755	0	0	0	0	0	0	0	0	8
AT1G14940	0	0	0	0	0	0	0	0	8
AT1G14950	0	0	0	0	0	0	0	0	8
AT1G14960	0	0	0	0	0	0	0	0	8
AT1G15360	0	0	0	0	0	0	0	0	8
AT1G15385	0	0	0	0	0	0	0	0	8
AT1G15460	0	0	0	0	0	0	0	0	8
AT1G15590	0	0	0	0	0	0	0	0	8
AT1G15600	0	0	0	0	0	0	0	0	8
AT1G15610	0	0	0	0	0	0	0	0	8
AT1G15630	0	0	0	0	0	0	0	0	8
AT1G15640	0	0	0	0	0	0	0	0	8
AT1G15680	0	0	0	0	0	0	0	0	8
AT1G15757	0	0	0	0	0	0	0	0	8
AT1G15770	0	0	0	0	0	0	0	0	8
AT1G15850	0	0	0	0	0	0	0	0	8
AT1G16025	0	0	0	0	0	0	0	0	8
AT1G16225	0	0	0	0	0	0	0	0	8
AT1G16380	0	0	0	0	0	0	0	0	8
AT1G16760	0	0	0	0	0	0	0	0	8
AT1G16905	0	0	0	0	0	0	0	0	8
AT1G16940	0	0	0	0	0	0	0	0	8
AT1G16945	0	0	0	0	0	0	0	0	8
AT1G16950	0	0	0	0	0	0	0	0	8
AT1G16980	0	0	0	0	0	0	0	0	8
AT1G17000	0	0	0	0	0	0	0	0	8
AT1G17010	0	0	0	0	0	0	0	0	8
AT1G17150	0	0	0	0	0	0	0	0	8
AT1G17310	0	0	0	0	0	0	0	0	8
AT1G17545	0	0	0	0	0	0	0	0	8
AT1G17744	0	0	0	0	0	0	0	0	8
AT1G17770	0	0	0	0	0	0	0	0	8
AT1G17800	0	0	0	0	0	0	0	0	8
AT1G17910	0	0	0	0	0	0	0	0	8
AT1G17990	0	0	0	0	0	0	0	0	8
AT1G18000	0	0	0	0	0	0	0	0	8
AT1G18010	0	0	0	0	0	0	0	0	8
AT1G18020	0	0	0	0	0	0	0	0	8
AT1G18100	0	0	0	0	0	0	0	0	8
AT1G18130	0	0	0	0	0	0	0	0	8
AT1G18140	0	0	0	0	0	0	0	0	8
AT1G18310	0	0	0	0	0	0	0	0	8
AT1G18510	0	0	0	0	0	0	0	0	8
AT1G18520	0	0	0	0	0	0	0	0	8
AT1G18760	0	0	0	0	0	0	0	0	8
AT1G18770	0	0	0	0	0	0	0	0	8
AT1G18790	0	0	0	0	0	0	0	0	8
AT1G18970	0	0	0	0	0	0	0	0	8
AT1G18975	0	0	0	0	0	0	0	0	8
AT1G19040	0	0	0	0	0	0	0	0	8
AT1G19060	0	0	0	0	0	0	0	0	8
AT1G19086	0	0	0	0	0	0	0	0	8
AT1G19090	0	0	0	0	0	0	0	0	8
AT1G19260	0	0	0	0	0	0	0	0	8
AT1G19460	0	0	0	0	0	0	0	0	8
AT1G19890	0	0	0	0	0	0	0	0	8
AT1G19900	0	0	0	0	0	0	0	0	8
AT1G19930	0	0	0	0	0	0	0	0	8
AT1G20000	0	0	0	0	0	0	0	0	8
AT1G20132	0	0	0	0	0	0	0	0	8
AT1G20135	0	0	0	0	0	0	0	0	8
AT1G20150	0	0	0	0	0	0	0	0	8
AT1G20240	0	0	0	0	0	0	0	0	8
AT1G20280	0	0	0	0	0	0	0	0	8
AT1G20290	0	0	0	0	0	0	0	0	8
AT1G20320	0	0	0	0	0	0	0	0	8
AT1G20360	0	0	0	0	0	0	0	0	8
AT1G20405	0	0	0	0	0	0	0	0	8
AT1G20590	0	0	0	0	0	0	0	0	8
AT1G20600	0	0	0	0	0	0	0	0	8
AT1G20683	0	0	0	0	0	0	0	0	8
AT1G20710	0	0	0	0	0	0	0	0	8
AT1G20730	0	0	0	0	0	0	0	0	8
AT1G20735	0	0	0	0	0	0	0	0	8
AT1G20750	0	0	0	0	0	0	0	0	8
AT1G20790	0	0	0	0	0	0	0	0	8
AT1G20800	0	0	0	0	0	0	0	0	8
AT1G20803	0	0	0	0	0	0	0	0	8
AT1G20860	0	0	0	0	0	0	0	0	8
AT1G20875	0	0	0	0	0	0	0	0	8
AT1G20940	0	0	0	0	0	0	0	0	8
AT1G21230	0	0	0	0	0	0	0	0	8
AT1G21313	0	0	0	0	0	0	0	0	8
AT1G21323	0	0	0	0	0	0	0	0	8
AT1G21340	0	0	0	0	0	0	0	0	8
AT1G21395	0	0	0	0	0	0	0	0	8
AT1G21475	0	0	0	0	0	0	0	0	8
AT1G21528	0	0	0	0	0	0	0	0	8
AT1G21530	0	0	0	0	0	0	0	0	8
AT1G21620	0	0	0	0	0	0	0	0	8
AT1G21722	0	0	0	0	0	0	0	0	8
AT1G21738	0	0	0	0	0	0	0	0	8
AT1G21835	0	0	0	0	0	0	0	0	8
AT1G21860	0	0	0	0	0	0	0	0	8
AT1G21864	0	0	0	0	0	0	0	0	8
AT1G21866	0	0	0	0	0	0	0	0	8
AT1G21870	0	0	0	0	0	0	0	0	8
AT1G21925	0	0	0	0	0	0	0	0	8
AT1G21928	0	0	0	0	0	0	0	0	8
AT1G21940	0	0	0	0	0	0	0	0	8
AT1G21950	0	0	0	0	0	0	0	0	8
AT1G21960	0	0	0	0	0	0	0	0	8
AT1G21970	0	0	0	0	0	0	0	0	8
AT1G21990	0	0	0	0	0	0	0	0	8
AT1G22010	0	0	0	0	0	0	0	0	8
AT1G22015	0	0	0	0	0	0	0	0	8
AT1G22080	0	0	0	0	0	0	0	0	8
AT1G22090	0	0	0	0	0	0	0	0	8
AT1G22100	0	0	0	0	0	0	0	0	8
AT1G22210	0	0	0	0	0	0	0	0	8
AT1G22460	0	0	0	0	0	0	0	0	8
AT1G22670	0	0	0	0	0	0	0	0	8
AT1G22680	0	0	0	0	0	0	0	0	8
AT1G23037	0	0	0	0	0	0	0	0	8
AT1G23145	0	0	0	0	0	0	0	0	8
AT1G23147	0	0	0	0	0	0	0	0	8
AT1G23160	0	0	0	0	0	0	0	0	8
AT1G23240	0	0	0	0	0	0	0	0	8
AT1G23270	0	0	0	0	0	0	0	0	8
AT1G23300	0	0	0	0	0	0	0	0	8
AT1G23320	0	0	0	0	0	0	0	0	8
AT1G23420	0	0	0	0	0	0	0	0	8
AT1G23500	0	0	0	0	0	0	0	0	8
AT1G23570	0	0	0	0	0	0	0	0	8
AT1G23590	0	0	0	0	0	0	0	0	8
AT1G23610	0	0	0	0	0	0	0	0	8
AT1G23640	0	0	0	0	0	0	0	0	8
AT1G23645	0	0	0	0	0	0	0	0	8
AT1G23650	0	0	0	0	0	0	0	0	8
AT1G23660	0	0	0	0	0	0	0	0	8
AT1G23670	0	0	0	0	0	0	0	0	8
AT1G23680	0	0	0	0	0	0	0	0	8
AT1G23690	0	0	0	0	0	0	0	0	8
AT1G23720	0	0	0	0	0	0	0	0	8
AT1G23810	0	0	0	0	0	0	0	0	8
AT1G23910	0	0	0	0	0	0	0	0	8
AT1G23915	0	0	0	0	0	0	0	0	8
AT1G23985	0	0	0	0	0	0	0	0	8
AT1G24010	0	0	0	0	0	0	0	0	8
AT1G24060	0	0	0	0	0	0	0	0	8
AT1G24062	0	0	0	0	0	0	0	0	8
AT1G24110	0	0	0	0	0	0	0	0	8
AT1G24159	0	0	0	0	0	0	0	0	8
AT1G24200	0	0	0	0	0	0	0	0	8
AT1G24230	0	0	0	0	0	0	0	0	8
AT1G24256	0	0	0	0	0	0	0	0	8
AT1G24380	0	0	0	0	0	0	0	0	8
AT1G24388	0	0	0	0	0	0	0	0	8
AT1G24485	0	0	0	0	0	0	0	0	8
AT1G24540	0	0	0	0	0	0	0	0	8
AT1G24590	0	0	0	0	0	0	0	0	8
AT1G24620	0	0	0	0	0	0	0	0	8
AT1G24660	0	0	0	0	0	0	0	0	8
AT1G24793	0	0	0	0	0	0	0	0	8
AT1G24800	0	0	0	0	0	0	0	0	8
AT1G24807	0	0	0	0	0	0	0	0	8
AT1G24822	0	0	0	0	0	0	0	0	8
AT1G24851	0	0	0	0	0	0	0	0	8
AT1G24880	0	0	0	0	0	0	0	0	8
AT1G24881	0	0	0	0	0	0	0	0	8
AT1G24909	0	0	0	0	0	0	0	0	8
AT1G24996	0	0	0	0	0	0	0	0	8
AT1G25025	0	0	0	0	0	0	0	0	8
AT1G25083	0	0	0	0	0	0	0	0	8
AT1G25112	0	0	0	0	0	0	0	0	8
AT1G25141	0	0	0	0	0	0	0	0	8
AT1G25155	0	0	0	0	0	0	0	0	8
AT1G25180	0	0	0	0	0	0	0	0	8
AT1G25210	0	0	0	0	0	0	0	0	8
AT1G25270	0	0	0	0	0	0	0	0	8
AT1G25300	0	0	0	0	0	0	0	0	8
AT1G25310	0	0	0	0	0	0	0	0	8
AT1G25330	0	0	0	0	0	0	0	0	8
AT1G25340	0	0	0	0	0	0	0	0	8
AT1G25410	0	0	0	0	0	0	0	0	8
AT1G26225	0	0	0	0	0	0	0	0	8
AT1G26240	0	0	0	0	0	0	0	0	8
AT1G26255	0	0	0	0	0	0	0	0	8
AT1G26310	0	0	0	0	0	0	0	0	8
AT1G26320	0	0	0	0	0	0	0	0	8
AT1G26350	0	0	0	0	0	0	0	0	8
AT1G26360	0	0	0	0	0	0	0	0	8
AT1G26400	0	0	0	0	0	0	0	0	8
AT1G26515	0	0	0	0	0	0	0	0	8
AT1G26700	0	0	0	0	0	0	0	0	8
AT1G26710	0	0	0	0	0	0	0	0	8
AT1G26720	0	0	0	0	0	0	0	0	8
AT1G26773	0	0	0	0	0	0	0	0	8
AT1G26780	0	0	0	0	0	0	0	0	8
AT1G26795	0	0	0	0	0	0	0	0	8
AT1G26796	0	0	0	0	0	0	0	0	8
AT1G26797	0	0	0	0	0	0	0	0	8
AT1G26798	0	0	0	0	0	0	0	0	8
AT1G26799	0	0	0	0	0	0	0	0	8
AT1G26815	0	0	0	0	0	0	0	0	8
AT1G26870	0	0	0	0	0	0	0	0	8
AT1G26921	0	0	0	0	0	0	0	0	8
AT1G27135	0	0	0	0	0	0	0	0	8
AT1G27140	0	0	0	0	0	0	0	0	8
AT1G27220	0	0	0	0	0	0	0	0	8
AT1G27240	0	0	0	0	0	0	0	0	8
AT1G27250	0	0	0	0	0	0	0	0	8
AT1G27260	0	0	0	0	0	0	0	0	8
AT1G27270	0	0	0	0	0	0	0	0	8
AT1G27280	0	0	0	0	0	0	0	0	8
AT1G27461	0	0	0	0	0	0	0	0	8
AT1G27490	0	0	0	0	0	0	0	0	8
AT1G27535	0	0	0	0	0	0	0	0	8
AT1G27550	0	0	0	0	0	0	0	0	8
AT1G27555	0	0	0	0	0	0	0	0	8
AT1G27565	0	0	0	0	0	0	0	0	8
AT1G27570	0	0	0	0	0	0	0	0	8
AT1G27610	0	0	0	0	0	0	0	0	8
AT1G27740	0	0	0	0	0	0	0	0	8
AT1G27870	0	0	0	0	0	0	0	0	8
AT1G28000	0	0	0	0	0	0	0	0	8
AT1G28005	0	0	0	0	0	0	0	0	8
AT1G28020	0	0	0	0	0	0	0	0	8
AT1G28030	0	0	0	0	0	0	0	0	8
AT1G28160	0	0	0	0	0	0	0	0	8
AT1G28170	0	0	0	0	0	0	0	0	8
AT1G28180	0	0	0	0	0	0	0	0	8
AT1G28220	0	0	0	0	0	0	0	0	8
AT1G28270	0	0	0	0	0	0	0	0	8
AT1G28305	0	0	0	0	0	0	0	0	8
AT1G28306	0	0	0	0	0	0	0	0	8
AT1G28335	0	0	0	0	0	0	0	0	8
AT1G28375	0	0	0	0	0	0	0	0	8
AT1G28430	0	0	0	0	0	0	0	0	8
AT1G28450	0	0	0	0	0	0	0	0	8
AT1G28500	0	0	0	0	0	0	0	0	8
AT1G28590	0	0	0	0	0	0	0	0	8
AT1G28630	0	0	0	0	0	0	0	0	8
AT1G28640	0	0	0	0	0	0	0	0	8
AT1G28650	0	0	0	0	0	0	0	0	8
AT1G28695	0	0	0	0	0	0	0	0	8
AT1G28700	0	0	0	0	0	0	0	0	8
AT1G29000	0	0	0	0	0	0	0	0	8
AT1G29005	0	0	0	0	0	0	0	0	8
AT1G29010	0	0	0	0	0	0	0	0	8
AT1G29020	0	0	0	0	0	0	0	0	8
AT1G29025	0	0	0	0	0	0	0	0	8
AT1G29080	0	0	0	0	0	0	0	0	8
AT1G29100	0	0	0	0	0	0	0	0	8
AT1G29140	0	0	0	0	0	0	0	0	8
AT1G29179	0	0	0	0	0	0	0	0	8
AT1G29180	0	0	0	0	0	0	0	0	8
AT1G29480	0	0	0	0	0	0	0	0	8
AT1G29570	0	0	0	0	0	0	0	0	8
AT1G29580	0	0	0	0	0	0	0	0	8
AT1G29620	0	0	0	0	0	0	0	0	8
AT1G29870	0	0	0	0	0	0	0	0	8
AT1G29962	0	0	0	0	0	0	0	0	8
AT1G30050	0	0	0	0	0	0	0	0	8
AT1G30060	0	0	0	0	0	0	0	0	8
AT1G30140	0	0	0	0	0	0	0	0	8
AT1G30350	0	0	0	0	0	0	0	0	8
AT1G30455	0	0	0	0	0	0	0	0	8
AT1G30473	0	0	0	0	0	0	0	0	8
AT1G30550	0	0	0	0	0	0	0	0	8
AT1G30560	0	0	0	0	0	0	0	0	8
AT1G30670	0	0	0	0	0	0	0	0	8
AT1G30710	0	0	0	0	0	0	0	0	8
AT1G30750	0	0	0	0	0	0	0	0	8
AT1G30780	0	0	0	0	0	0	0	0	8
AT1G30790	0	0	0	0	0	0	0	0	8
AT1G30795	0	0	0	0	0	0	0	0	8
AT1G30800	0	0	0	0	0	0	0	0	8
AT1G30814	0	0	0	0	0	0	0	0	8
AT1G30870	0	0	0	0	0	0	0	0	8
AT1G30925	0	0	0	0	0	0	0	0	8
AT1G30930	0	0	0	0	0	0	0	0	8
AT1G30950	0	0	0	0	0	0	0	0	8
AT1G30972	0	0	0	0	0	0	0	0	8
AT1G30974	0	0	0	0	0	0	0	0	8
AT1G30990	0	0	0	0	0	0	0	0	8
AT1G31000	0	0	0	0	0	0	0	0	8
AT1G31080	0	0	0	0	0	0	0	0	8
AT1G31090	0	0	0	0	0	0	0	0	8
AT1G31095	0	0	0	0	0	0	0	0	8
AT1G31163	0	0	0	0	0	0	0	0	8
AT1G31255	0	0	0	0	0	0	0	0	8
AT1G31260	0	0	0	0	0	0	0	0	8
AT1G31270	0	0	0	0	0	0	0	0	8
AT1G31310	0	0	0	0	0	0	0	0	8
AT1G31370	0	0	0	0	0	0	0	0	8
AT1G31380	0	0	0	0	0	0	0	0	8
AT1G31390	0	0	0	0	0	0	0	0	8
AT1G31450	0	0	0	0	0	0	0	0	8
AT1G31510	0	0	0	0	0	0	0	0	8
AT1G31520	0	0	0	0	0	0	0	0	8
AT1G31530	0	0	0	0	0	0	0	0	8
AT1G31620	0	0	0	0	0	0	0	0	8
AT1G31630	0	0	0	0	0	0	0	0	8
AT1G31640	0	0	0	0	0	0	0	0	8
AT1G31670	0	0	0	0	0	0	0	0	8
AT1G31740	0	0	0	0	0	0	0	0	8
AT1G31960	0	0	0	0	0	0	0	0	8
AT1G32000	0	0	0	0	0	0	0	0	8
AT1G32010	0	0	0	0	0	0	0	0	8
AT1G32020	0	0	0	0	0	0	0	0	8
AT1G32030	0	0	0	0	0	0	0	0	8
AT1G32140	0	0	0	0	0	0	0	0	8
AT1G32225	0	0	0	0	0	0	0	0	8
AT1G32250	0	0	0	0	0	0	0	0	8
AT1G32280	0	0	0	0	0	0	0	0	8
AT1G32300	0	0	0	0	0	0	0	0	8
AT1G32320	0	0	0	0	0	0	0	0	8
AT1G32337	0	0	0	0	0	0	0	0	8
AT1G32361	0	0	0	0	0	0	0	0	8
AT1G32420	0	0	0	0	0	0	0	0	8
AT1G32430	0	0	0	0	0	0	0	0	8
AT1G32480	0	0	0	0	0	0	0	0	8
AT1G32585	0	0	0	0	0	0	0	0	8
AT1G32600	0	0	0	0	0	0	0	0	8
AT1G32650	0	0	0	0	0	0	0	0	8
AT1G32660	0	0	0	0	0	0	0	0	8
AT1G32710	0	0	0	0	0	0	0	0	8
AT1G32720	0	0	0	0	0	0	0	0	8
AT1G32763	0	0	0	0	0	0	0	0	8
AT1G32770	0	0	0	0	0	0	0	0	8
AT1G32970	0	0	0	0	0	0	0	0	8
AT1G32975	0	0	0	0	0	0	0	0	8
AT1G32980	0	0	0	0	0	0	0	0	8
AT1G33010	0	0	0	0	0	0	0	0	8
AT1G33070	0	0	0	0	0	0	0	0	8
AT1G33090	0	0	0	0	0	0	0	0	8
AT1G33100	0	0	0	0	0	0	0	0	8
AT1G33220	0	0	0	0	0	0	0	0	8
AT1G33280	0	0	0	0	0	0	0	0	8
AT1G33320	0	0	0	0	0	0	0	0	8
AT1G33530	0	0	0	0	0	0	0	0	8
AT1G33540	0	0	0	0	0	0	0	0	8
AT1G33670	0	0	0	0	0	0	0	0	8
AT1G33710	0	0	0	0	0	0	0	0	8
AT1G33750	0	0	0	0	0	0	0	0	8
AT1G33820	0	0	0	0	0	0	0	0	8
AT1G33830	0	0	0	0	0	0	0	0	8
AT1G33850	0	0	0	0	0	0	0	0	8
AT1G33860	0	0	0	0	0	0	0	0	8
AT1G33870	0	0	0	0	0	0	0	0	8
AT1G33880	0	0	0	0	0	0	0	0	8
AT1G33890	0	0	0	0	0	0	0	0	8
AT1G33910	0	0	0	0	0	0	0	0	8
AT1G33940	0	0	0	0	0	0	0	0	8
AT1G33945	0	0	0	0	0	0	0	0	8
AT1G34015	0	0	0	0	0	0	0	0	8
AT1G34042	0	0	0	0	0	0	0	0	8
AT1G34046	0	0	0	0	0	0	0	0	8
AT1G34047	0	0	0	0	0	0	0	0	8
AT1G34049	0	0	0	0	0	0	0	0	8
AT1G34050	0	0	0	0	0	0	0	0	8
AT1G34070	0	0	0	0	0	0	0	0	8
AT1G34095	0	0	0	0	0	0	0	0	8
AT1G34140	0	0	0	0	0	0	0	0	8
AT1G34170	0	0	0	0	0	0	0	0	8
AT1G34290	0	0	0	0	0	0	0	0	8
AT1G34390	0	0	0	0	0	0	0	0	8
AT1G34400	0	0	0	0	0	0	0	0	8
AT1G34403	0	0	0	0	0	0	0	0	8
AT1G34410	0	0	0	0	0	0	0	0	8
AT1G34490	0	0	0	0	0	0	0	0	8
AT1G34500	0	0	0	0	0	0	0	0	8
AT1G34510	0	0	0	0	0	0	0	0	8
AT1G34520	0	0	0	0	0	0	0	0	8
AT1G34540	0	0	0	0	0	0	0	0	8
AT1G34670	0	0	0	0	0	0	0	0	8
AT1G34790	0	0	0	0	0	0	0	0	8
AT1G34792	0	0	0	0	0	0	0	0	8
AT1G34795	0	0	0	0	0	0	0	0	8
AT1G34800	0	0	0	0	0	0	0	0	8
AT1G34805	0	0	0	0	0	0	0	0	8
AT1G34807	0	0	0	0	0	0	0	0	8
AT1G34810	0	0	0	0	0	0	0	0	8
AT1G34812	0	0	0	0	0	0	0	0	8
AT1G34815	0	0	0	0	0	0	0	0	8
AT1G34817	0	0	0	0	0	0	0	0	8
AT1G34820	0	0	0	0	0	0	0	0	8
